"","taxa","count","family","genus","species"
"7342","Linum-type",4,"Linaceae","Linum",""
"7370","Lloydia serotina",4,"Liliaceae","Gagea","serotina"
"7372","Lobelia ancepts",4,"Campanulaceae","Lobelia",""
"7388","Lomandra filiformis",4,"Asparagaceae","Lomandra","filiformis"
"7392","Lomariocycas schomburgkii-type",4,"Blechnaceae","Blechnum","schomburgkii"
"7402","Lomelosia olivieri",4,"Caprifoliaceae","Lomelosia","olivieri"
"7417","Lonicera comp.",4,"Caprifoliaceae","Lonicera",""
"7470","Ludwigia-type adscendens subsp. diffusa",4,"Onagraceae","Ludwigia",""
"7476","Luffa-type",4,"Cucurbitaceae","Luffa",""
"7477","Luffa-type cylindrica",4,"Cucurbitaceae","Cucumis","melo"
"7504","Lycopodiaceae cf. Lycopodiella cernua",4,"Lycopodiaceae",NA,""
"7565","Lycopodium thyoides",4,"Lycopodiaceae","Lycopodium","thyoides"
"7574","Lycopsis arvensis",4,"Boraginaceae","Anchusa","arvensis"
"7618","Lythraceae (type 1)",4,"Lythraceae","",""
"7622","Lythrum hyssopifolia",4,"Lythraceae","Lythrum","hyssopifolia"
"7660","Macrobiotus cf. M. echinogenitus",4,NA,NA,NA
"7692","Magnolia/Liliaceae",4,NA,NA,""
"7722","Malpighia",4,"Malpighiaceae","Malpighia",""
"7726","Malpighiaceae (type B)",4,"Malpighiaceae","",""
"7748","Malvaceae (small)",4,"Malvaceae","",""
"7752","Malvaceae sensu stricto undiff.",4,"Malvaceae","",""
"7764","Manicaria-type",4,"Arecaceae","Manicaria",""
"7799","Marila-type",4,"Calophyllaceae","Marila",""
"7890","Meliaceae/Sapotaceae (type B)",4,NA,"",""
"7901","Meliosma/Coccoloba",4,NA,NA,""
"7997","Microdesmis",4,"Pandaceae","Microdesmis",""
"8037","Mimosa cf. M. biuncifera",4,"Fabaceae","Mimosa",""
"8054","mimosoid clade (16-porate, scabrate)",4,NA,NA,NA
"8056","mimosoid clade (8-porate, psilate)",4,NA,NA,NA
"8059","mimosoid clade (polyad, type 16)",4,NA,NA,NA
"8125","Moltkiopsis ciliata",4,"Boraginaceae","Moltkiopsis","ciliata"
"8129","Momordica-type",4,"Cucurbitaceae","Momordica",""
"8142","Monochoria-type",4,"Pontederiaceae","Pontederia",""
"8146","Monocotyledoneae (monocolpate)",4,NA,NA,NA
"8207","Mortoniodendron",4,"Malvaceae","Mortoniodendron",""
"8229","Muehlenbeckia coccoloboides",4,"Polygonaceae","Duma","coccoloboides"
"8258","Myosotis arvensis",4,"Boraginaceae","Myosotis","arvensis"
"8303","Myriophyllum cf. M. alterniflorum",4,"Haloragaceae","Myriophyllum",""
"8305","Myriophyllum cf. M. verticillatum",4,"Haloragaceae","Myriophyllum",""
"8348","Myrtaceae (type 17)",4,"Myrtaceae","",""
"8378","Napoleona-type",4,NA,NA,NA
"8382","Narcissus pseudonarcissus",4,"Amaryllidaceae","Narcissus","pseudonarcissus"
"8388","Narthecium ossifragum-type",4,"Nartheciaceae","Narthecium","ossifragum"
"8390","Narthecium/Fritillaria/Scilla-type",4,NA,NA,""
"8413","Neoboutonia macrocalyx",4,"Euphorbiaceae","Neoboutonia","macrocalyx"
"8419","Neomyrtus",4,"Myrtaceae","Neomyrtus",""
"8488","Nucularia perrini",4,"Amaranthaceae","Nucularia",""
"8500","Nuxia floribunda",4,"Stilbaceae","Nuxia","floribunda"
"8536","Nyssa sylvatica",4,"Nyssaceae","Nyssa","sylvatica"
"8559","Oedogonium",4,NA,NA,NA
"8572","Olax dissitiflora",4,"Olacaceae","Olax","dissitiflora"
"8575","Oldfieldia-type",4,"Picrodendraceae","Oldfieldia",""
"8671","Opuntia phaeacantha-type",4,"Cactaceae","Opuntia","phaeacantha"
"8689","Oricia",4,"Rutaceae","Vepris",""
"8767","Oxalis stricta-type",4,"Oxalidaceae","Oxalis","stricta"
"8796","Paesia scaberula",4,"Dennstaedtiaceae","Paesia","scaberula"
"8833","Papaver somniferum",4,"Papaveraceae","Papaver","somniferum"
"8840","Pappea-type capensis",4,"Sapindaceae","Pappea","capensis"
"8885","Parrotia persica-type",4,"Hamamelidaceae","Parrotia","persica"
"8904","Paullinia (tetraporate)",4,"Sapindaceae","Paullinia",""
"8921","Pedaliaceae",4,"Pedaliaceae","",""
"8931","Pediastrum angulosum var. laevigatum",4,NA,NA,NA
"8947","Pediastrum duplex var. gracillimum",4,NA,NA,NA
"8962","Pediastrum undulatum",4,NA,NA,NA
"8981","Pedicularis verticillata-type",4,"Orobanchaceae","Pedicularis","verticillata"
"8988","Pellaea cf. P. falcata",4,"Pteridaceae","Hemionitis",""
"8993","Peltogyne",4,"Fabaceae","Peltogyne",""
"8999","Penianthus-type",4,"Menispermaceae","Penianthus",""
"9017","Penthorum sedoides",4,"Penthoraceae","Penthorum","sedoides"
"9025","Peracantha truncata",4,NA,NA,NA
"9053","Persicaria cf. P. senegalensis",4,"Polygonaceae","Persicaria",""
"9078","Petrophile",4,"Proteaceae","Petrophile",""
"9088","Pfaffia-type",4,"Amaranthaceae","Pfaffia",""
"9161","Phyllanthaceae cf. Poranthera",4,"Phyllanthaceae",NA,""
"9164","Phyllanthus (type 2)",4,"Phyllanthaceae","Phyllanthus",""
"9165","Phyllanthus amarus-type",4,"Phyllanthaceae","Phyllanthus","amarus"
"9188","Phyllanthus-type leucanthus",4,"Phyllanthaceae","Phyllanthus","leucanthus"
"9250","Piliostigma thonningii-type",4,"Fabaceae","Piliostigma","thonningii"
"9275","Pinaceae pro parte",4,"Pinaceae","",""
"9282","Pinguicula vulgaris-type",4,"Lentibulariaceae","Pinguicula","vulgaris"
"9342","Pinus nigra",4,"Pinaceae","Pinus","nigra"
"9392","Piptadenia",4,"Fabaceae","Piptadenia",""
"9398","Piptostigma",4,"Annonaceae","Piptostigma",""
"9402","Pisonia comp.",4,"Nyctaginaceae","Pisonia",""
"9415","Pittosporaceae cf. Bursaria",4,"Pittosporaceae",NA,""
"9439","Plantago (introduced)",4,"Plantaginaceae","Plantago",""
"9440","Plantago (naturalized)",4,"Plantaginaceae","Plantago",""
"9463","Plantago cf. P. media",4,"Plantaginaceae","Plantago",""
"9499","Plantago ovata",4,"Plantaginaceae","Plantago","ovata"
"9535","Platymiscium undiff.",4,"Fabaceae","Platymiscium",""
"9567","Plumatella",4,NA,NA,NA
"9615","Poaceae (Cerealia-type) cf. Hordeum group",4,"Poaceae","",""
"9758","Polygonoideae pro parte",4,NA,NA,NA
"9813","Polypodiaceae (type F)",4,"Polypodiaceae","",""
"9890","Polypodiophyta (trilete, psilate, circular exospore)",4,NA,NA,NA
"9894","Polypodiophyta (trilete, reticulate, Mauritius type 34, de Boer)",4,NA,NA,NA
"9896","Polypodiophyta (trilete, rugulate)",4,NA,NA,NA
"9977","Populus trichocarpa",4,"Salicaceae","Populus","trichocarpa"
"10006","Potamogeton nodosus",4,"Potamogetonaceae","Potamogeton","nodosus"
"10010","Potamogeton subg. Coleogeton-type/Ruppia",4,NA,NA,""
"10076","Primula vulgaris",4,"Primulaceae","Primula","vulgaris"
"10086","Procladius sp.",4,NA,NA,NA
"10116","Protium (type III)",4,"Burseraceae","Protium",""
"10141","Prunus americana",4,"Rosaceae","Prunus","americana"
"10147","Prunus cf. P. avium",4,"Rosaceae","Prunus",""
"10183","Pseudopanax arboreus",4,"Araliaceae","Neopanax","arboreus"
"10232","Psilatricolporites sp.",4,NA,NA,NA
"10322","Pteris tripartita",4,"Pteridaceae","Pteris","tripartita"
"10338","Pterodiscus",4,"Pedaliaceae","Pterodiscus",""
"10350","Pterospermella-type",4,NA,NA,NA
"10355","Puccinia-type",4,NA,NA,NA
"10376","Puya-type",4,"Bromeliaceae","Puya",""
"10383","Pyrola minor",4,"Ericaceae","Pyrola","minor"
"10390","Pyxidicula",4,NA,NA,NA
"10455","Quercus undiff. (corroded)",4,"Fagaceae","Quercus",""
"10462","Quercus-type (with pores)",4,"Fagaceae","Quercus",""
"10512","Ranunculus cf. R. bulbosus",4,"Ranunculaceae","Ranunculus",""
"10521","Ranunculus flammula group",4,"Ranunculaceae","Ranunculus",""
"10536","Ranunculus parviflorus-type",4,"Ranunculaceae","Ranunculus","parviflorus"
"10592","Retimonocolpites sp.",4,NA,NA,NA
"10607","Retitricolpites prolatus",4,NA,NA,NA
"10611","Retitricolporites wijmstrae",4,NA,NA,NA
"10639","Rhamnus alnifolia",4,"Rhamnaceae","Rhamnus","alnifolia"
"10641","Rhamnus alpinus",4,"Rhamnaceae","Rhamnus",""
"10652","Rhaphiostylis",4,"Metteniusaceae","Rhaphiostylis",""
"10699","Rhus coriaria-type",4,"Anacardiaceae","Rhus","coriaria"
"10739","Ribes uva-crispa-type",4,"Grossulariaceae","Ribes",""
"10742","Riccia cf. R. sorocarpa",4,NA,"Riccia",""
"10749","Richea",4,"Ericaceae","Richea",""
"10753","Richtersius coronifer/Diaforobiotus islandicus",4,NA,NA,NA
"10769","Roemeria",4,"Papaveraceae","Roemeria",""
"10771","Roemeria hybrida subsp. dodecandra-type",4,NA,NA,""
"10772","Roemeria hybrida-type",4,"Papaveraceae","Papaver","dodecandrum"
"10777","Rorippa sylvestris-type",4,"Brassicaceae","Rorippa","sylvestris"
"10780","Rosa canina",4,"Rosaceae","Rosa","canina"
"10826","Rubia-type cordifolia",4,"Rubiaceae","Rubia","cordifolia"
"10834","Rubiaceae (type 25)",4,"Rubiaceae","",""
"10835","Rubiaceae (type 6c)",4,"Rubiaceae","",""
"10839","Rubiaceae (type III)",4,"Rubiaceae","",""
"10953","Rumex subg. Acetosa/Oxyria",4,"Polygonaceae",NA,""
"10984","Rytigynia",4,"Rubiaceae","Rytigynia",""
"11010","Sagina saginoides",4,"Caryophyllaceae","Sagina","saginoides"
"11117","Santiria",4,"Burseraceae","Santiria",""
"11136","Saponaria officinalis-type",4,"Caryophyllaceae","Saponaria","officinalis"
"11224","Scabiosa columbaria subsp. pratensis-type",4,"Caprifoliaceae","Scabiosa",""
"11227","Scabiosa undiff.",4,"Caprifoliaceae","Scabiosa",""
"11358","Searsia-type (S. tripartita)",4,"Anacardiaceae","Searsia",""
"11367","Sebastiania-type",4,"Euphorbiaceae","Sebastiania",""
"11386","Sedum album-type",4,"Crassulaceae","Sedum","album"
"11433","Selaginella willdenowii",4,"Selaginellaceae","Selaginella","willdenowii"
"11487","Sesamum",4,"Pedaliaceae","Sesamum",""
"11511","Shirakiopsis-type (S. elliptica)",4,"Euphorbiaceae","Shirakiopsis",""
"11531","Sideroxylon-type oxyacanthum",4,"Sapotaceae","Spiniluma","oxyacantha"
"11654","Solanum sp.",4,"Solanaceae","Solanum",""
"11661","Solidago canadensis",4,"Asteraceae","Solidago","canadensis"
"11745","Spergularia media/S. salina",4,"Caryophyllaceae","Spergularia",""
"11746","Spergularia sp.",4,"Caryophyllaceae","Spergularia",""
"11765","Spermatophyta (cf. type 1, EMA)",4,NA,NA,NA
"11807","Spermatophyta (porate, type 7)",4,NA,NA,NA
"11812","Spermatophyta (type 15, EMA/type 114, HdV)",4,NA,NA,NA
"11837","Spermatophyta indet. (type 73)",4,NA,NA,NA
"11959","Staphylea",4,"Staphyleaceae","Staphylea",""
"11978","Stellaria graminea",4,"Caryophyllaceae","Stellaria","graminea"
"12039","Strumpfia",4,"Rubiaceae","Strumpfia",""
"12090","Swietenia",4,"Meliaceae","Swietenia",""
"12111","Symplocaceae cf. Symplocos",4,"Symplocaceae",NA,""
"12118","Symplocos (triporate, verrucate, 25-35 µm)",4,"Symplocaceae","Symplocos",""
"12126","Symplocos coriacea",4,"Symplocaceae","Symplocos","coriacea"
"12132","Symplocos uniflora",4,"Symplocaceae","Symplocos","uniflora"
"12156","Tacazzea apiculata",4,"Apocynaceae","Tacazzea","apiculata"
"12168","Talisia (type 2)",4,"Sapindaceae","Talisia",""
"12187","Tapirira (type 2)",4,"Anacardiaceae","Tapirira",""
"12203","Tarchonanthus-type camphoratus",4,"Asteraceae","Tarchonanthus","camphoratus"
"12250","Tessaria",4,"Asteraceae","Tessaria",""
"12283","Tetraploa spp.",4,NA,NA,NA
"12377","Tilia tomentosa",4,"Malvaceae","Tilia","tomentosa"
"12384","Tilioideae (type 1)",4,NA,NA,NA
"12385","Tilioideae (type 32)",4,NA,NA,NA
"12428","Toroisporis neddenii",4,NA,NA,NA
"12438","Tovomitopsis",4,"Clusiaceae","Tovomitopsis",""
"12457","Tragia",4,"Euphorbiaceae","Tragia",""
"12463","Transeauina (type 214, HdV)",4,NA,NA,NA
"12465","Transeauina sp.",4,NA,NA,NA
"12491","Tricalysia",4,"Rubiaceae","Tricalysia",""
"12526","Trichoscypha",4,"Anacardiaceae","Trichoscypha",""
"12536","Trichuris sp. (type 531, HdV)",4,NA,NA,NA
"12547","Tricolporopollenites dolium",4,NA,NA,NA
"12551","Tricolporopollenites macrodurensis",4,NA,NA,NA
"12565","Trientalis-type",4,"Primulaceae","Lysimachia",""
"12570","Trifolium angustifolium/T. hirtum",4,"Fabaceae","Trifolium",""
"12571","Trifolium arvense",4,"Fabaceae","Trifolium","arvense"
"12572","Trifolium badium",4,"Fabaceae","Trifolium","badium"
"12579","Trifolium montanum-type",4,"Fabaceae","Trifolium","montanum"
"12588","Trifolium spadiceum-type",4,"Fabaceae","Trifolium","spadiceum"
"12601","Trigonotis",4,"Boraginaceae","Trigonotis",""
"12659","Trollius-type",4,"Ranunculaceae","Trollius",""
"12664","Trudopollis terminalis",4,NA,NA,NA
"12681","Tulipa-type",4,"Liliaceae","Tulipa",""
"12683","Tupeia antarctica",4,"Loranthaceae","Tupeia","antarctica"
"12712","Typha latifolia (degraded)",4,"Typhaceae","Typha","latifolia"
"12748","Ulex/Cytisus sect. Spartopsis",4,"Fabaceae",NA,""
"12794","Unknown (C3 reticulate T.mau-336)",4,NA,NA,NA
"12804","Unknown (C3P3 T.mau-316)",4,NA,NA,NA
"12805","Unknown (C3P3 T.mau-330)",4,NA,NA,NA
"12810","Unknown (cf. Fagaceae)",4,NA,NA,NA
"12824","Unknown (coarse reticulate, 35 µm)",4,NA,NA,NA
"12853","Unknown (Mesozoic)",4,NA,NA,NA
"12860","Unknown (monolete, clavate)",4,NA,NA,NA
"12913","Unknown (periporate, large pores, very fine reticulate, 15 µm)",4,NA,NA,NA
"12916","Unknown (polyad)",4,NA,NA,NA
"12929","Unknown (round)",4,NA,NA,NA
"12976","Unknown (trilete, roughly verrucate)",4,NA,NA,NA
"13006","Unknown (type 105)",4,NA,NA,NA
"13013","Unknown (type 111)",4,NA,NA,NA
"13041","Unknown (type 136)",4,NA,NA,NA
"13048","Unknown (type 1401, HdV)",4,NA,NA,NA
"13056","Unknown (type 147)",4,NA,NA,NA
"13058","Unknown (type 148)",4,NA,NA,NA
"13063","Unknown (type 151)",4,NA,NA,NA
"13077","Unknown (type 163)",4,NA,NA,NA
"13092","Unknown (type 177)",4,NA,NA,NA
"13096","Unknown (type 180)",4,NA,NA,NA
"13098","Unknown (type 181)",4,NA,NA,NA
"13109","Unknown (type 189)",4,NA,NA,NA
"13118","Unknown (type 197)",4,NA,NA,NA
"13130","Unknown (type 205)",4,NA,NA,NA
"13141","Unknown (type 22)",4,NA,NA,NA
"13174","Unknown (type 29, UAB)",4,NA,NA,NA
"13240","Unknown (type 63)",4,NA,NA,NA
"13255","Unknown (type 71)",4,NA,NA,NA
"13286","Unknown (type 95)",4,NA,NA,NA
"13301","Unknown (type D)",4,NA,NA,NA
"13314","Unknown (type J)",4,NA,NA,NA
"13326","Unknown (type R)",4,NA,NA,NA
"13335","Unknown (types 181-182)",4,NA,NA,NA
"13339","Unknown C",4,NA,NA,NA
"13362","Urtica cf. U. membranacea",4,"Urticaceae","Urtica",""
"13429","Vaccinium undiff.",4,"Ericaceae","Vaccinium",""
"13444","Valeriana celtica-type",4,"Caprifoliaceae","Valeriana","celtica"
"13472","Valerianella dentata",4,"Caprifoliaceae","Valeriana","dentata"
"13485","Vangueria madagascariensis-type",4,"Rubiaceae","Vangueria","madagascariensis"
"13487","Vangueria-type (V. madagascariensis var. madagascariensis)",4,"Rubiaceae","Vangueria",""
"13492","Varia (aquatics)",4,NA,NA,NA
"13495","Vatovaea-type pseudolablab",4,"Fabaceae","Vatovaea","pseudolablab"
"13498","Vepris nobilis",4,"Rutaceae","Vepris","nobilis"
"13499","Vepris-type",4,"Rutaceae","Vepris",""
"13528","Veronica beccabunga-type",4,"Plantaginaceae","Veronica","beccabunga"
"13562","Vicia cf. V. cracca",4,"Fabaceae","Vicia",""
"13574","Vicia tetrasperma",4,"Fabaceae","Vicia","tetrasperma"
"13586","Vincetoxicum",4,"Apocynaceae","Vincetoxicum",""
"13587","Vincetoxicum hirundinaria",4,"Apocynaceae","Vincetoxicum","hirundinaria"
"13633","Vitis cf. V. aestivalis",4,"Vitaceae","Vitis",""
"13637","Vitis-type",4,"Vitaceae","Vitis",""
"13672","Wikstroemia",4,"Thymelaeaceae","Wikstroemia",""
"13689","Wurmbea-type",4,"Colchicaceae","Wurmbea",""
"13727","Zannichellia-type",4,"Potamogetonaceae","Zannichellia",""
"13764","Zonalapollenites",4,NA,NA,NA
"13765","Zopfia undiff.",4,NA,NA,NA
"13770","Zornia",4,"Fabaceae","Zornia",""
"4","?Lauraceae",3,"Lauraceae","",""
"35","Acacia greggii",3,"Fabaceae","Senegalia","greggii"
"58","Acalypha (large)",3,"Euphorbiaceae","Acalypha",""
"63","Acalypha (type I)",3,"Euphorbiaceae","Acalypha",""
"84","Acanthus polystachius",3,"Acanthaceae","Acanthus",""
"149","Acorus",3,"Acoraceae","Acorus",""
"172","Actinopeltis",3,NA,NA,NA
"180","Adelobotrys-type",3,"Melastomataceae","Adelobotrys",""
"192","Adenophora",3,"Campanulaceae","Adenophora",""
"263","aff. Gaylussacia",3,"Ericaceae","Gaylussacia",""
"267","aff. Trichilia",3,"Meliaceae","Trichilia",""
"275","Afrosersalisia",3,"Sapotaceae","Afrosersalisia",""
"276","Afzelia",3,"Fabaceae","Afzelia",""
"277","Afzelia africana-type",3,"Fabaceae","Afzelia","africana"
"293","Agoseris",3,"Asteraceae","Agoseris",""
"315","Aizoaceae (large)",3,"Aizoaceae","",""
"323","Alangium kurzii-type",3,"Cornaceae","Alangium","kurzii"
"324","Alangium villosum-type",3,"Cornaceae","Alangium","villosum"
"328","Alchemilla arvensis",3,"Rosaceae","Alchemilla","arvensis"
"477","Alona quadrangularis",3,"","Alona",""
"490","Alseis floribunda",3,"Rubiaceae","Alseis","floribunda"
"509","Alternanthera sp.",3,"Amaranthaceae","Alternanthera",""
"564","Ammi majus",3,"Apiaceae","Ammi","majus"
"571","Ampelopsis",3,"Vitaceae","Ampelopsis",""
"574","Amphimas",3,"Fabaceae","Amphimas",""
"582","Amsinckia",3,"Boraginaceae","Amsinckia",""
"585","Amyris",3,"Rutaceae","Amyris",""
"632","Andromeda polifolia var. latifolia",3,"Ericaceae","Andromeda",""
"649","Anemone coronaria",3,"Ranunculaceae","Anemone","coronaria"
"707","Angophora/Corymbia",3,"Myrtaceae",NA,""
"722","Annona senegalensis",3,"Annonaceae","Annona","senegalensis"
"727","Annonaceae cf. Annona",3,"Annonaceae",NA,""
"739","Anopyxis klaineana",3,"Rhizophoraceae","Anopyxis","klaineana"
"785","Anthonotha-type",3,"Fabaceae","Anthonotha",""
"844","Aphanes arvensis",3,"Rosaceae","Aphanes","arvensis"
"853","Apiaceae (>35 µm)",3,"Apiaceae","",""
"857","Apiaceae (medium, slender)",3,"Apiaceae","",""
"865","Apiaceae (type II)",3,"Apiaceae","",""
"890","Apocynaceae (type B)",3,"Apocynaceae","",""
"924","Araceae cf. Calla",3,"Araceae",NA,""
"929","Aralia hispida",3,"Araliaceae","Aralia","hispida"
"938","Araneae",3,NA,NA,NA
"1002","Arecaceae (type III)",3,"Arecaceae","",""
"1023","Arecipites perfectus",3,NA,NA,NA
"1024","Arecipites sp.",3,NA,NA,NA
"1029","Arenaria montana",3,"Caryophyllaceae","Arenaria","montana"
"1058","Armeria maritima/Limonium vulgare",3,"Plumbaginaceae",NA,""
"1064","Arnebia hispidissima-type",3,"Boraginaceae","Arnebia","hispidissima"
"1104","Artemisia tanacetifolia",3,"Asteraceae","Artemisia","tanacetifolia"
"1115","Arum",3,"Araceae","Arum",""
"1127","Asclepiadoideae",3,NA,NA,NA
"1165","Asphodelus fistulosus-type",3,"Asphodelaceae","Asphodelus","fistulosus"
"1173","Aspilia",3,"Asteraceae","Aspilia",""
"1189","Asplenium trichomanes-ramosum",3,"Aspleniaceae","Asplenium",""
"1223","Asteraceae (very small)",3,"Asteraceae","",""
"1313","Atalantia",3,"Rutaceae","Atalantia",""
"1356","Austrobuxus (fine spines)",3,"Picrodendraceae","Austrobuxus",""
"1357","Austrocedrus",3,"Cupressaceae","Austrocedrus",""
"1424","Baldellia ranunculoides",3,"Alismataceae","Baldellia","ranunculoides"
"1477","Bauhinia rufescens",3,"Fabaceae","Bauhinia","rufescens"
"1483","Begonia (small)",3,"Begoniaceae","Begonia",""
"1586","Beyeria-type",3,"Euphorbiaceae","Beyeria",""
"1613","Bistorta cf. B. vivipara",3,"Polygonaceae","Bistorta",""
"1627","Blackstonia",3,"Gentianaceae","Blackstonia",""
"1655","Blyxa",3,"Hydrocharitaceae","Blyxa",""
"1687","Bombax buonopozense-type",3,"Malvaceae","Bombax","buonopozense"
"1690","Bombax costatum-type",3,"Malvaceae","Bombax","costatum"
"1694","Bongardia-type",3,"Berberidaceae","Bongardia",""
"1707","Borassus flabellifer",3,"Arecaceae","Borassus","flabellifer"
"1731","Bossiaea",3,"Fabaceae","Bossiaea",""
"1739","Botrychium lanceolatum",3,"Ophioglossaceae","Botrychium","lanceolatum"
"1770","Brachysporium obovatum",3,NA,NA,NA
"1786","Brassicaceae cf. Brassica",3,"Brassicaceae",NA,""
"1791","Brassicaceae-type undiff.",3,"Brassicaceae","",""
"1796","Bravaisia berlandieriana",3,"Acanthaceae","Bravaisia","berlandieriana"
"1892","Buphthalmum",3,"Asteraceae","Buphthalmum",""
"1894","Bupleurum falcatum group",3,"Apiaceae","Bupleurum",""
"1903","Burnatia",3,"Alismataceae","Burnatia",""
"1906","Bursaria spinosa",3,"Pittosporaceae","Bursaria","spinosa"
"1973","Calamus sp. (verrucate)",3,NA,NA,""
"1986","Calliandra",3,"Fabaceae","Calliandra",""
"2026","Calycobolus-type",3,"Convolvulaceae","Calycobolus",""
"2030","Calylophus",3,"Onagraceae","Oenothera",""
"2039","Calytrix leptophylla",3,"Myrtaceae","Calytrix","leptophylla"
"2083","Cannabaceae/Ostrya-type",3,NA,NA,""
"2100","Caperonia senegalensis",3,"Euphorbiaceae","Caperonia","serrata"
"2133","Carapa-type procera",3,"Meliaceae","Carapa","procera"
"2159","Cariniana",3,"Lecythidaceae","Cariniana",""
"2161","Carissa spinarum-type",3,"Apocynaceae","Carissa","spinarum"
"2164","Carlina acaulis",3,"Asteraceae","Carlina","acaulis"
"2197","Carya tomentosa-type",3,"Juglandaceae","Carya","alba"
"2272","Casuarina-type",3,"Casuarinaceae","Casuarina",""
"2321","Celmisia-type",3,"Asteraceae","Celmisia",""
"2333","Celtis (<15 µm)",3,"Cannabaceae","Celtis",""
"2354","Celtis/Morus",3,NA,NA,""
"2382","Centaurea montana/Cyanus triumfettii",3,"Asteraceae","Centaurea",""
"2383","Centaurea nemecii-type",3,"Asteraceae","Centaurea","nemecii"
"2390","Centaurea sinaica",3,"Asteraceae","Centaurea","sinaica"
"2391","Centaurea sinaica-type",3,"Asteraceae","Centaurea","sinaica"
"2407","Centaurium erythraea",3,"Gentianaceae","Centaurium","erythraea"
"2412","Centella",3,"Apiaceae","Centella",""
"2464","Ceratium sp.",3,NA,NA,NA
"2480","Cercestis congoensis",3,"Araceae","Cercestis",""
"2484","Cercis siliquastrum",3,"Fabaceae","Cercis","siliquastrum"
"2521","cf. Acorus",3,NA,"Acorus",""
"2530","cf. Aerva lanata",3,"Amaranthaceae","Aerva",""
"2535","cf. Aizoon",3,"Aizoaceae","Aizoon",""
"2539","cf. Allium",3,"Amaryllidaceae","Allium",""
"2571","cf. Arceuthobium",3,"Santalaceae","Arceuthobium",""
"2578","cf. Armeria (type A)",3,"Plumbaginaceae","Armeria",""
"2592","cf. Astronium fraxinifolium (type A)",3,"Anacardiaceae","Astronium",""
"2598","cf. Avena",3,"Poaceae","Avena",""
"2612","cf. Bidens/Erigeron",3,"Asteraceae",NA,""
"2620","cf. Bomarea",3,"Alstroemeriaceae","Bomarea",""
"2623","cf. Boscia",3,"Capparaceae","Boscia",""
"2633","cf. Buddleja",3,"Scrophulariaceae","Buddleja",""
"2661","cf. Carica",3,"Caricaceae","Carica",""
"2683","cf. Celastraceae",3,"Celastraceae","",""
"2692","cf. Cerastium fontanum group",3,"Caryophyllaceae","Cerastium",""
"2711","cf. Circaea",3,"Onagraceae","Circaea",""
"2735","cf. Cornus suecica",3,"Cornaceae","Cornus",""
"2738","cf. Corydalis",3,"Papaveraceae","Corydalis",""
"2740","cf. Crambe-type",3,"Brassicaceae","Crambe",""
"2755","cf. Daphne",3,"Thymelaeaceae","Daphne",""
"2800","cf. Eudicotyledoneae (tricolporate, striate, Mauritius type 87, de Boer)",3,NA,NA,NA
"2803","cf. Euphrasia",3,"Orobanchaceae","Euphrasia",""
"2814","cf. Faramea",3,"Rubiaceae","Faramea",""
"2846","cf. Goodeniaceae",3,"Goodeniaceae","",""
"2852","cf. Gymnocarpium dryopteris",3,"Cystopteridaceae","Gymnocarpium",""
"2859","cf. Heliotropium/Lafoensia",3,NA,NA,""
"2864","cf. Herniaria",3,"Caryophyllaceae","Herniaria",""
"2866","cf. Heuchera richardsonii",3,"Saxifragaceae","Heuchera",""
"2892","cf. Iberis",3,NA,NA,""
"2896","cf. Isoëtes",3,"Isoetaceae","Isoetes",""
"2922","cf. Liliaceae",3,"Liliaceae","",""
"2923","cf. Liliaceae undiff.",3,"Liliaceae","",""
"2939","cf. Lotus-type",3,"Fabaceae","Lotus",""
"2940","cf. Lupinus",3,"Fabaceae","Lupinus",""
"2952","cf. Malpighiaceae",3,"Malpighiaceae","",""
"2971","cf. Mesembryanthemum",3,"Aizoaceae","Mesembryanthemum",""
"2973","cf. Micranthes nivalis",3,NA,"Micranthes",""
"2979","cf. Mnium",3,NA,NA,""
"2981","cf. Morus",3,"Moraceae","Morus",""
"2992","cf. Myriophyllum",3,"Haloragaceae","Myriophyllum",""
"3004","cf. Ochna",3,"Ochnaceae","Ochna",""
"3018","cf. Ostrya",3,"Betulaceae","Ostrya",""
"3019","cf. Ostrya/Carpinus",3,"Betulaceae",NA,""
"3026","cf. Pandanus",3,"Pandanaceae","Pandanus",""
"3029","cf. Parietaria",3,"Urticaceae","Parietaria",""
"3040","cf. Penthorum sedoides",3,"Penthoraceae","Penthorum",""
"3045","cf. Peucedanum",3,"Apiaceae","Peucedanum",""
"3047","cf. Phacelia",3,"Boraginaceae","Phacelia",""
"3051","cf. Phlox",3,"Polemoniaceae","Phlox",""
"3054","cf. Picea",3,NA,"Picea",""
"3191","cf. Scutellaria-type",3,"Lamiaceae","Scutellaria",""
"3192","cf. Sebastiania",3,"Euphorbiaceae","Sebastiania",""
"3193","cf. Secale",3,"Poaceae","Secale",""
"3234","cf. Suaeda",3,"Amaranthaceae","Suaeda",""
"3238","cf. Symplocos",3,"Symplocaceae","Symplocos",""
"3251","cf. Thalictrum-type",3,"Ranunculaceae","Thalictrum",""
"3294","cf. Verbascum",3,"Scrophulariaceae","Verbascum",""
"3307","cf. Vicia",3,"Fabaceae","Vicia",""
"3333","Chaerophyllum bulbosum-type",3,"Apiaceae","Chaerophyllum","bulbosum"
"3352","Chamaecrista-type mimosoides",3,"Fabaceae","Chamaecrista","mimosoides"
