taxa,count,family,genus,species,corrected
Polychaeta,2,NA,NA,NA,
Polygonatum-type,2,NA,NA,NA,
Polygonum fimbriatum/P. dentoceras,2,Polygonaceae,Polygonum,,
Polygonum oxyspermum subsp. raii,2,Polygonaceae,Polygonum,,
Polygonum sawatchense,2,Polygonaceae,Polygonum,douglasii,
"Polypodiales (monolete, type A)",2,,,,
Polypodiophyta (clavate),2,NA,NA,NA,
"Polypodiophyta (trilete, crusted thick exine, 30 µm)",2,NA,NA,NA,
"Polypodiophyta (trilete, Mauritius type 56, de Boer)",2,NA,NA,NA,
"Polypodiophyta (trilete, microreticulate)",2,NA,NA,NA,
"Polypodiophyta (trilete, verrucate, exospore, >50 µm)",2,NA,NA,NA,
"Polypodiophyta (trilete, verrucate, large)",2,NA,NA,NA,
"Polypodiophyta (trilete, zonate)",2,NA,NA,NA,
Polypodiophyta (type 156),2,NA,NA,NA,
Polypodiophyta indet.,2,NA,NA,NA,
Pomaderris andromedifolia,2,Rhamnaceae,Pomaderris,andromedifolia,
Portulaca oleracea,2,Portulacaceae,Portulaca,oleracea,
Posoqueria,2,Rubiaceae,Posoqueria,,
Posoqueria latifolia,2,Rubiaceae,Posoqueria,latifolia,
Potamogeton lucens,2,Potamogetonaceae,Potamogeton,lucens,
Potentilla recta-type,2,Rosaceae,Potentilla,,
Prestonia-type,2,NA,NA,NA,
Primula algida,2,Primulaceae,Primula,algida,
Primula elatior-type,2,Primulaceae,Primula,,
Prosopis-type africana,2,NA,NA,NA,
Proteaceae (type 1),2,Proteaceae,,,
Proteaceae cf. Persoonia,2,NA,NA,NA,
Protoperidinioideae,2,NA,NA,NA,
Protoperidinium stellatum (cyst),2,NA,NA,NA,
Proxapertites aff. P. tertiaria,2,NA,NA,NA,
Prunus/Rosa,2,Rosaceae,NA,,
Psammogeton-type,2,NA,NA,NA,
Psephellus dealbatus-type,2,Asteraceae,Psephellus,,
Pseudocedrela kotschyi,2,Meliaceae,Pseudocedrela,kotschyi,
Psilastephanoporites sp.,2,NA,NA,NA,
Psilatricolpites sp.,2,NA,NA,NA,
Psilatriporites sp.,2,NA,NA,NA,
Psilotrichum elliotii-type,2,Amaranthaceae,Psilotrichum,,
Psychotria uliginosa-type,2,Rubiaceae,Psychotria,,
Psydrax-type (P. subcordata),2,NA,NA,NA,
"Pteridophyta (trilete, foveolate)",2,NA,NA,NA,
Pterospermella,2,NA,NA,NA,
Pterospermopsidaceae,2,NA,NA,NA,
Pulmonaria obscura,2,Boraginaceae,Pulmonaria,obscura,
Pulmonaria-type cf. Anchusa arvensis,2,Boraginaceae,Anchusa,,
Pyrola-type,2,NA,NA,NA,
Pyrus/Malus,2,Rosaceae,NA,,
Qualea,2,Vochysiaceae,Qualea,,
Quinquecuspis concreta,2,NA,NA,NA,
Randia sp.,2,Rubiaceae,Randia,,
Ranunculaceae cf. Aconitum,2,NA,NA,NA,
Rapanea-type,2,NA,NA,NA,
Retipollenites crotonicolumellatus,2,NA,NA,NA,
Retistephanocolporites aff. R. fossulatus,2,NA,NA,NA,
Retitrescolpites magnus,2,NA,NA,NA,
Retitricolpites aff. R. simplex,2,NA,NA,NA,
Retitriporites dubiosus,2,NA,NA,NA,
Rhabdocoela undiff.,2,NA,NA,NA,
Rhamnidium,2,Rhamnaceae,Rhamnidium,,
Rhamnidium (type 1),2,Rhamnaceae,Rhamnidium,,
Rhamnus (type 1),2,Rhamnaceae,Rhamnus,,
Rhamnus cathartica/R. alaternus-type,2,Rhamnaceae,Rhamnus,,
Rhus coriaria,2,Anacardiaceae,Rhus,coriaria,
Rhus group,2,Anacardiaceae,Rhus,,
Rhus/Toxicodendron cf. T. vernix,2,NA,NA,NA,
Rhynchosia-type malacophylla,2,NA,NA,NA,
Ribes nigrum,2,Grossulariaceae,Ribes,nigrum,
Richardia,2,Rubiaceae,Richardia,,
Richeria,2,Phyllanthaceae,Richeria,,
Roemeria hybrida,2,Papaveraceae,Papaver,dodecandrum,
Rosa cf. R. canina,2,Rosaceae,Rosa,,
Rosaceae cf. Adenostoma,2,NA,NA,NA,
Rosaceae cf. Filipendula,2,NA,NA,NA,
Rubiaceae (pentacolpate),2,Rubiaceae,,,
Rubiaceae (tetrad),2,Rubiaceae,,,
Rubiaceae aff. Alibertia,2,NA,NA,NA,
"Rubiaceae-type (Mauritius type 70, de Boer)",2,NA,NA,NA,
Rubus cf. R. arcticus,2,Rosaceae,Rubus,,
Rubus chamaemorus-type,2,Rosaceae,Rubus,,
Rugutriletes regularis,2,NA,NA,NA,
Rumex conglomeratus group,2,Polygonaceae,Rumex,,
Rumex densiflorus,2,Polygonaceae,Rumex,densiflorus,
Rumex palustris,2,Polygonaceae,Rumex,palustris,
Rutaceae cf. Eriostemon,2,NA,NA,NA,
Sabicea-type (S. africana),2,NA,NA,NA,
Saccoloma-type,2,NA,NA,NA,
Sagina caespitosa,2,Caryophyllaceae,Sagina,caespitosa,
Sagina cf. S. nodosa,2,Caryophyllaceae,Sagina,,
Salicaceae cf. Casearia,2,NA,NA,NA,
Salicaceae cf. Neoptychocarpus,2,NA,NA,NA,
Salicornia europaea,2,Amaranthaceae,Salicornia,europaea,
Salix cf. S. chevalieri,2,Salicaceae,Salix,,
Salix humboldtiana,2,Salicaceae,Salix,humboldtiana,
Samolus valerandi-type,2,Primulaceae,Samolus,,
Sanguinaria,2,Papaveraceae,Sanguinaria,,
Sanguinaria canadensis,2,Papaveraceae,Sanguinaria,canadensis,
Sapindaceae (type 1),2,Sapindaceae,,,
Sapium (type 2),2,Euphorbiaceae,Sapium,,
Sarcobataceae,2,Sarcobataceae,,,
Sarcocapnos,2,Papaveraceae,Sarcocapnos,,
Sarcopoterium spinosum,2,Rosaceae,Sarcopoterium,spinosum,
Saururaceae,2,Saururaceae,,,
Saxifraga exarata-type,2,Saxifragaceae,Saxifraga,,
Saxifraga oppositifolia/S. aizoides,2,Saxifragaceae,Saxifraga,,
Scabramonocolpites sp.,2,NA,NA,NA,
Scandix,2,Apiaceae,Scandix,,
Scenedesmus ecornis,2,NA,NA,NA,
Schoutenia,2,Malvaceae,Schoutenia,,
Schultesia,2,Gentianaceae,Schultesia,,
Scleranthus cf. S. annuus,2,Caryophyllaceae,Scleranthus,,
Scrophulariaceae/Solanaceae,2,NA,,,
Sebaea brachyphylla-type,2,Gentianaceae,Sebaea,,
Securigera varia,2,Fabaceae,Coronilla,varia,
Selaginella anceps-type,2,Selaginellaceae,Selaginella,,
Selaginella apoda,2,Selaginellaceae,Selaginella,apoda,
Selaginella cf. S. selaginoides,2,Selaginellaceae,Selaginella,,
Selaginella sellowii-type,2,Selaginellaceae,Selaginella,,
Selaginella sibirica-type,2,Selaginellaceae,Selaginella,,
Selinum,2,Apiaceae,Selinum,,
Senna (type 1),2,Fabaceae,Senna,,
Senna-type,2,NA,NA,NA,
Sesbania-type sesban,2,NA,NA,NA,
Sherbournia bignoniiflora-type,2,Rubiaceae,Sherbournia,,
Shorea-type,2,NA,NA,NA,
Sigmopollis,2,NA,NA,NA,
Silene acaulis-type,2,Caryophyllaceae,Silene,,
Silene conica,2,Caryophyllaceae,Silene,conica,
Silene suecica-type,2,Caryophyllaceae,Silene,,
Silene viscaria,2,Caryophyllaceae,Silene,viscaria,
Silybum-type,2,NA,NA,NA,
Siphocampylus,2,Campanulaceae,Siphocampylus,,
Sloanea (type 2),2,Elaeocarpaceae,Sloanea,,
Smilax aspera,2,Smilacaceae,Smilax,aspera,
Solanum cf. S. nigrum,2,Solanaceae,Solanum,,
Sonneratia ovata,2,Lythraceae,Sonneratia,ovata,
Sorbus torminalis,2,Rosaceae,Sorbus,torminalis,
Sorindeia-type madagascariensis,2,NA,NA,NA,
Sparganium (degraded),2,Typhaceae,Sparganium,,
Spartium junceum,2,Fabaceae,Spartium,junceum,
Spermacoce assurgens,2,Rubiaceae,Spermacoce,remota,
"Spermatophyta (colpate, type 4)",2,NA,NA,NA,
"Spermatophyta (colporate, type 1)",2,NA,NA,NA,
"Spermatophyta (colporate, type 13)",2,NA,NA,NA,
"Spermatophyta (colporate, type 15)",2,NA,NA,NA,
"Spermatophyta (colporate, type 7)",2,NA,NA,NA,
"Spermatophyta (inaperturate, type 1)",2,NA,NA,NA,
"Spermatophyta (Mauritius type 100, de Boer)",2,NA,NA,NA,
"Spermatophyta (Mauritius type 175, de Boer)",2,NA,NA,NA,
"Spermatophyta (Mauritius type 43, de Boer)",2,NA,NA,NA,
"Spermatophyta (porate, type 4)",2,NA,NA,NA,
"Spermatophyta (porate, type 8)",2,NA,NA,NA,
Spermatophyta indet. (type 1),2,NA,NA,NA,
Spermatophyta indet. (type 57),2,NA,NA,NA,
Spermatophyta indet. (type 75),2,NA,NA,NA,
Spermatophyta indet. (type 76),2,NA,NA,NA,
Sphenoclea,2,Sphenocleaceae,Sphenoclea,,
Spiniferites bulloideus,2,NA,NA,NA,
Spinizonocolpites sp.,2,NA,NA,NA,
Spiraeopsis,2,Cunoniaceae,Spiraeopsis,,
"Spirogyra cf. S. scrobiculata (type 342, HdV)",2,NA,NA,NA,
Spondias (type 40),2,Anacardiaceae,Spondias,,
Spongia,2,NA,NA,NA,
Stachys/Lamium,2,Lamiaceae,NA,,
Stellaria alsine-type,2,NA,NA,NA,
Stellaria cf. S. media,2,NA,NA,NA,
Stellaria cf. S. nemorum,2,NA,NA,NA,
Stemodia serrata,2,Plantaginaceae,Stemodia,serrata,
Stephania-type,2,NA,NA,NA,
Sticherus,2,Gleicheniaceae,Sticherus,,
Streblus,2,Moraceae,Streblus,,
Strombosia scheffleri-type,2,Olacaceae,Strombosia,,
Strombosia-type scheffleri,2,NA,NA,NA,
Strongylostoma sp.,2,NA,NA,NA,
Stuckenia pectinata,2,Potamogetonaceae,Stuckenia,pectinata,
Suaeda calceoliformis,2,Amaranthaceae,Suaeda,calceoliformis,
Suaeda maritima,2,Amaranthaceae,Suaeda,maritima,
Suaeda monoica,2,Amaranthaceae,Suaeda,monoica,
Succisella,2,Caprifoliaceae,Succisella,,
Swertia lastii-type,2,NA,NA,NA,
Symplocos coriacea-type,2,Symplocaceae,Symplocos,,
Syncolostemon bracteosus,2,Lamiaceae,Syncolostemon,bracteosus,
Syncolostemon bracteosus-type,2,Lamiaceae,Syncolostemon,,
Syngonium,2,Araceae,Syngonium,,
Syringa-type,2,NA,NA,NA,
Tacazzea-type (T. apiculata),2,NA,NA,NA,
Tanaecium,2,Bignoniaceae,Tanaecium,,
Telopea-type,2,NA,NA,NA,
Tephrosia-type uniflora,2,NA,NA,NA,
Tetracolporopollenites maculosus,2,NA,NA,NA,
Thamnosma montana,2,Rutaceae,Thamnosma,montana,
Thapsia maxima-type,2,Apiaceae,Thapsia,,
Thaxteriella pezizula,2,NA,NA,NA,
Thelypteris truncata,2,Thelypteridaceae,Thelypteris,truncata,
Thesium-type,2,NA,NA,NA,
Thomandersia hensii,2,Thomandersiaceae,Thomandersia,hensii,
Tiliacora funifera-type,2,Menispermaceae,Tiliacora,,
Tococa,2,Melastomataceae,Miconia,,
Tournefortia bicolor-type,2,Boraginaceae,Tournefortia,,
Tournefortia-type,2,NA,NA,NA,
Trachyspermum-type,2,NA,NA,NA,
Tradescantia,2,Commelinaceae,Tradescantia,,
Tragopogon-type,2,NA,NA,NA,
Trianthema,2,Aizoaceae,Trianthema,,
Trichocerca,2,NA,NA,NA,
Trichocladus-type,2,NA,NA,NA,
Trichodesma-type,2,NA,NA,NA,
Trichoglossum cf. T. hirsutum,2,NA,NA,NA,
Tricolpopollenites pudicus,2,NA,NA,NA,
Trifolium spadiceum,2,Fabaceae,Trifolium,spadiceum,
Trifolium striatum-type,2,Fabaceae,Trifolium,,
Triletes (lisses),2,NA,NA,NA,
Trillium,2,Melanthiaceae,Trillium,,
Trinia,2,Apiaceae,Trinia,,
Triodanis,2,Campanulaceae,Triodanis,,
Tripolium pannonicum subsp. tripolium-type,2,Asteraceae,Tripolium,,
Triposporium elegans (TM-M1),2,NA,NA,NA,
Tristellateia australasiae,2,Malpighiaceae,Tristellateia,australasiae,
Trochodendron,2,Trochodendraceae,Trochodendron,,
Trophis-type,2,NA,NA,NA,
Ulmus (corroded),2,Ulmaceae,Ulmus,,
Unknown (Ascospore type A),2,NA,NA,NA,
"Unknown (ball, yellowl)",2,NA,NA,NA,
Unknown (C3P3 reticulate T.mau-311),2,NA,NA,NA,
Unknown (C3P3 reticulate T.mau-342),2,NA,NA,NA,
Unknown (C3P3 striate T.mau-327),2,NA,NA,NA,
Unknown (C3P3 striate T.mau-339),2,NA,NA,NA,
"Unknown (cf. type 493, HdV)",2,NA,NA,NA,
"Unknown (cf. type 86, Hdv)",2,NA,NA,NA,
Unknown (Chenops),2,NA,NA,NA,
Unknown (D1-L1-11),2,NA,NA,NA,
"Unknown (diporate, reticulate)",2,NA,NA,NA,
"Unknown (monolete, spines, not smooth)",2,NA,NA,NA,
"Unknown (monolete, type 3)",2,NA,NA,NA,
"Unknown (monolete, verrucate, 35 µm)",2,NA,NA,NA,
"Unknown (monoporate, large pore, psilate, thick wall, 21 µm)",2,NA,NA,NA,
Unknown (P3c 2),2,NA,NA,NA,
"Unknown (perprolate, scabrate)",2,NA,NA,NA,
Unknown (PU),2,NA,NA,NA,
Unknown (R3cp 8),2,NA,NA,NA,
Unknown (round pores),2,NA,NA,NA,
Unknown (small),2,NA,NA,NA,
"Unknown (tetrad, triporate)",2,NA,NA,NA,
"Unknown (trilete, clavate)",2,NA,NA,NA,
"Unknown (trilete, granulate)",2,NA,NA,NA,
"Unknown (trilete, psilate, perforate)",2,NA,NA,NA,
"Unknown (trilete, verrucate, small)",2,NA,NA,NA,
"Unknown (triporate, very fine reticulate, thick wall, 18 µm)",2,NA,NA,NA,
"Unknown (type 01, González-Carranza)",2,NA,NA,NA,
"Unknown (type 1, trilete, psilate)",2,NA,NA,NA,
Unknown (type 103),2,NA,NA,NA,
Unknown (type 108),2,NA,NA,NA,
Unknown (type 115),2,NA,NA,NA,
Unknown (type 117),2,NA,NA,NA,
Unknown (type 124),2,NA,NA,NA,
Unknown (type 129),2,NA,NA,NA,
Unknown (type 131),2,NA,NA,NA,
Unknown (type 132),2,NA,NA,NA,
Unknown (type 140),2,NA,NA,NA,
Unknown (type 141),2,NA,NA,NA,
Unknown (type 142),2,NA,NA,NA,
Unknown (type 152),2,NA,NA,NA,
Unknown (type 166),2,NA,NA,NA,
"Unknown (type 166B, HdV)",2,NA,NA,NA,
Unknown (type 172),2,NA,NA,NA,
Unknown (type 175),2,NA,NA,NA,
Unknown (type 179),2,NA,NA,NA,
Unknown (type 182),2,NA,NA,NA,
Unknown (type 186),2,NA,NA,NA,
Unknown (type 188),2,NA,NA,NA,
Unknown (type 190),2,NA,NA,NA,
Unknown (type 193),2,NA,NA,NA,
Unknown (type 194),2,NA,NA,NA,
Unknown (type 199),2,NA,NA,NA,
"Unknown (type 233, HdV)",2,NA,NA,NA,
Unknown (type 234),2,NA,NA,NA,
Unknown (type 249),2,NA,NA,NA,
Unknown (type 254),2,NA,NA,NA,
Unknown (type 257),2,NA,NA,NA,
Unknown (type 33),2,NA,NA,NA,
Unknown (type 41),2,NA,NA,NA,
unknown (type 61),2,NA,NA,NA,
Unknown (type 62),2,NA,NA,NA,
Unknown (type 68),2,NA,NA,NA,
Unknown (type 70),2,NA,NA,NA,
"Unknown (type 724, HdV)",2,NA,NA,NA,
"Unknown (type 728, HdV)",2,NA,NA,NA,
"Unknown (type 8, trilete)",2,NA,NA,NA,
Unknown (type 80),2,NA,NA,NA,
Unknown (type 84),2,NA,NA,NA,
Unknown (type 89),2,NA,NA,NA,
Unknown (type 91),2,NA,NA,NA,
Unknown (type EMA-21),2,NA,NA,NA,
Unknown (type EMA-28),2,NA,NA,NA,
Unknown (type HdV-307B),2,NA,NA,NA,
"Unknown (type j, trilete)",2,NA,NA,NA,
Unknown (type M),2,NA,NA,NA,
Unknown (type XIX),2,NA,NA,NA,
Urvillea,2,Sapindaceae,Urvillea,,
Utricularia aurea,2,Lentibulariaceae,Utricularia,aurea,
Vaccaria/Petrorhagia,2,Caryophyllaceae,NA,,
Vaccinium cf V. uliginosum,2,Ericaceae,Vaccinium,,
Vaccinium sect. Oxycoccus,2,Ericaceae,Vaccinium,,
Valeriana cf. V. dioica,2,Caprifoliaceae,Valeriana,,
Valerianella locusta,2,Caprifoliaceae,Valeriana,locusta,
Valsaria variospora-type,2,NA,NA,NA,
Vatovaea,2,Fabaceae,Vatovaea,,
Ventilago viminalis,2,Rhamnaceae,Ventilago,viminalis,
Vernonia arborea-type,2,Asteraceae,Vernonia,,
Veronica officinalis,2,Plantaginaceae,Veronica,officinalis,
Veronica/Reseda,2,NA,NA,,
Verrumonoporites verrucatus,2,NA,NA,NA,
Vicia sativa,2,Fabaceae,Vicia,sativa,
Vicia-type sensu stricto,2,NA,NA,NA,
Vigna luteola-type,2,Fabaceae,Vigna,,
Viola riviniana,2,Violaceae,Viola,riviniana,
Violaceae undiff.,2,Violaceae,,,
Virectaria major-type,2,Rubiaceae,Virectaria,,
Viscum album-type,2,Santalaceae,Viscum,,
Viscum cf. V. album,2,Santalaceae,Viscum,,
Wigandia,2,Boraginaceae,Wigandia,,
Withania-type (W. somnifera),2,NA,NA,NA,
Wyethia-type,2,NA,NA,NA,
Xylosma-type,2,NA,NA,NA,
Zanthoxylum fagara,2,Rutaceae,Zanthoxylum,fagara,
Zeyheria,2,Bignoniaceae,Zeyheria,,
Zollernia,2,Fabaceae,Zollernia,,
Zornia (type 1),2,Fabaceae,Zornia,,
Zostera,2,Zosteraceae,Zostera,,
"?Fungi (type 232, KIU)",1,NA,NA,NA,
Abronia latifolia,1,Nyctaginaceae,Abronia,latifolia,
Abrus,1,Fabaceae,Abrus,,
Acacia ehrenbergiana-type,1,Fabaceae,Acacia,,
Acacia kamerunensis-type,1,Fabaceae,Acacia,,
Acacia polyacantha,1,Fabaceae,Senegalia,polyacantha,
Acaena (blocky),1,Rosaceae,Acaena,,
Acalypha cf. A. rhomboidea,1,Euphorbiaceae,Acalypha,,
Acalypha ciliata,1,Euphorbiaceae,Acalypha,ciliata,
"Acalypha-type (4 porate, large)",1,NA,NA,NA,
Acanthaceae (triangular),1,Acanthaceae,,,
Acer cf. A. campestre,1,Sapindaceae,Acer,,
Acer cf. A. spicatum,1,Sapindaceae,Acer,,
Achatocarpus,1,Achatocarpaceae,Achatocarpus,,
Acidoton-type,1,NA,NA,NA,
Aciotis,1,Melastomataceae,Aciotis,,
Acroptilon,1,NA,NA,NA,
Acrostichum-type,1,NA,NA,NA,
"Acrotritia ardua (type 106, HdV)",1,NA,NA,NA,
Actaea spicata-type,1,Ranunculaceae,Actaea,,
Adenia venenata,1,Passifloraceae,Adenia,venenata,
Adenia venenata-type,1,Passifloraceae,Adenia,,
Adenocarpus,1,Fabaceae,Adenocarpus,,
Adenostyles alliariae,1,Asteraceae,Adenostyles,alliariae,
Adenostyles-type,1,NA,NA,NA,
Adiantum aleuticum,1,Pteridaceae,Adiantum,aleuticum,
Aegle marmelos,1,Rutaceae,Aegle,marmelos,
Aegopodium,1,Apiaceae,Aegopodium,,
Aeschynomene afraspera-type,1,Fabaceae,Aeschynomene,,
Aeschynomene-type elaphroxylon,1,NA,NA,NA,
Aetanthus,1,Loranthaceae,Aetanthus,,
Aethusa,1,Apiaceae,Aethusa,,
aff. Astronium,1,Anacardiaceae,Astronium,,
aff. Colubrina,1,Rhamnaceae,Colubrina,,
aff. Viola,1,Violaceae,Viola,,
Afraegle-type (A. paniculata),1,NA,NA,NA,
Afzelia cf. A. africana,1,NA,NA,NA,
Agoseris-type,1,NA,NA,NA,
Agrimonia cf. A. eupatoria,1,Rosaceae,Agrimonia,,
Aidia racemosa,1,Rubiaceae,Aidia,racemosa,
Ailanthus altissima,1,Simaroubaceae,Ailanthus,altissima,
Aizoaceae (small),1,Aizoaceae,,,
Alchemilla cf. A. glabra,1,Rosaceae,Alchemilla,,
Alchornea (type B),1,Euphorbiaceae,Alchornea,,
Alchorneopsis,1,Euphorbiaceae,Alchorneopsis,,
Algae (type 22),1,NA,NA,NA,
"Algae (type 317, HdV)",1,NA,NA,NA,
"Algae (type 710, HdV)",1,NA,NA,NA,
"Algae? (type 249, TM)",1,NA,NA,NA,
"Algae? (type 341A, HdV)",1,NA,NA,NA,
"Algae? (type 356, HdV)",1,NA,NA,NA,
Allium cf. A. sibiricum,1,Amaryllidaceae,Allium,,
Alona,1,,Alona,,
Alseis sp.,1,Rubiaceae,Alseis,,
Alsophila elegans,1,Cyatheaceae,Cyathea,corcovadensis,
Alsophila undiff.,1,Cyatheaceae,Alsophila,,
Alternaria-type,1,NA,NA,NA,
Alysicarpus,1,Fabaceae,Alysicarpus,,
Amaranthaceae (degraded),1,Amaranthaceae,,,
Amaranthaceae sp.,1,Amaranthaceae,,,
Ammannia-type (A. prieuriana),1,NA,NA,NA,
Amorpha fruticosa,1,Fabaceae,Amorpha,fruticosa,
Anacardiaceae cf. Schinus,1,NA,NA,NA,
Anagallis cf. A. tenella,1,Primulaceae,Lysimachia,,
Anagallis tenella/A. minima,1,Primulaceae,Lysimachia,,
Anarrhinum bellidifolium,1,Plantaginaceae,Anarrhinum,bellidifolium,
Anchusa azurea-type,1,Boraginaceae,Anchusa,,
Androsace maxima-type,1,Primulaceae,Androsace,,
Anemone pulsatilla-type,1,Ranunculaceae,Anemone,,
Anemone sylvestris,1,Ranunculaceae,Pulsatilla,vulgaris,
Anemone undiff.,1,Ranunculaceae,Anemone,,
Anemopaegma,1,Bignoniaceae,Anemopaegma,,
Anemopsis,1,Saururaceae,Anemopsis,,
Anemopsis californica,1,Saururaceae,Anemopsis,californica,
"Angiospermae (di- or tricolporate, striate, 25-30 µm)",1,NA,NA,NA,
"Angiospermae (dicolporate, reticulate, with operculum)",1,NA,NA,NA,
"Angiospermae (periporate, Mauritius type 162, de Boer)",1,NA,NA,NA,
"Animalia? (type 175, HdV)",1,NA,NA,NA,
Aniseia-type,1,NA,NA,NA,
Anisotes-type,1,NA,NA,NA,
Annona (type A),1,Annonaceae,Annona,,
Annona (type B),1,Annonaceae,Annona,,
Annona senegalensis-type,1,Annonaceae,Annona,,
Anogeissus-type,1,NA,NA,NA,
Anomospermum,1,Menispermaceae,Anomospermum,,
Anopterus,1,Escalloniaceae,Anopterus,,
Anopyxis-type klaineana,1,NA,NA,NA,
Anthurium cf. A. pentaphyllum,1,Araceae,Anthurium,,
Antiaris,1,Moraceae,Antiaris,,
Aphanamixis-type,1,NA,NA,NA,
"Aphanizomenon cf. A. gracile (type 600, HdV)",1,NA,NA,NA,
Apiaceae cf. Pleurospermum,1,NA,NA,NA,
Apiaceae cf. Sium suave,1,NA,NA,NA,
Apiculatisporis sp.,1,NA,NA,NA,
Apocynaceae (type 3),1,Apocynaceae,,,
Apocynaceae (type C),1,Apocynaceae,,,
Apocynaceae aff. Secondatia,1,NA,NA,NA,
Apodasmia,1,Restionaceae,Apodasmia,,
Apteodinium australiense,1,NA,NA,NA,
Aquilegia undiff.,1,Ranunculaceae,Aquilegia,,
"Araneidae (type 71B, HdV)",1,NA,NA,NA,
Arcella catinus,1,NA,NA,NA,
Arcella gibbosa,1,NA,NA,NA,
Arcella hemisphaerica,1,NA,NA,NA,
Arceuthobium americanum,1,Santalaceae,Arceuthobium,americanum,
Arceuthobium/Loranthaceae,1,NA,NA,,
Arctium lappa,1,Asteraceae,Arctium,lappa,
Arctostaphylos uva-ursi-type,1,Ericaceae,Arctostaphylos,,
Arctous alpina/A. rubra,1,Ericaceae,Arctous,,
Areca chaiana-type,1,Arecaceae,Areca,,
"Arecaceae (Mauritius type 132b, de Boer)",1,Arecaceae,,,
Arecaceae (trichotomosulcate),1,Arecaceae,,,
Arecaceae (type D),1,Arecaceae,,,
Arecaceae cf. Phytelephas,1,NA,NA,NA,
Arecaceae-type,1,NA,NA,NA,
Aremonia-type,1,NA,NA,NA,
Arenga,1,Arecaceae,Arenga,,
Argomuellera-type (A. macrophylla),1,NA,NA,NA,
Argyranthemum,1,Asteraceae,Argyranthemum,,
Aristolochia paucinervis-type,1,Aristolochiaceae,Aristolochia,,
Armeria alliacea,1,Plumbaginaceae,Armeria,alliacea,
Armeria maritima subsp. maritima,1,Plumbaginaceae,Armeria,maritima,
Artemisia (type C),1,Asteraceae,Artemisia,,
Artemisia jacutica,1,Asteraceae,Artemisia,jacutica,
Artemisia macrantha,1,Asteraceae,Artemisia,macrantha,
Artemisia rupestris,1,Asteraceae,Artemisia,rupestris,
Arum/Acorus,1,NA,NA,,
"Ascomycota (type 16, IBB)",1,NA,NA,NA,
Asimina,1,Annonaceae,Asimina,,
Asparagaceae cf. Arthropodium,1,NA,NA,NA,
Asphodelus luteus,1,Asphodelaceae,Asphodeline,lutea,
Asplenium scolopendrium-type,1,Aspleniaceae,Asplenium,,
Aster-type cf. Bidens,1,Asteraceae,Bidens,,
Asteraceae aff. Mutisia,1,NA,NA,NA,
Asteraceae aff. Ophryosporus,1,NA,NA,NA,
Asteraceae cf. Mutisia,1,NA,NA,NA,
Astragalus cf. A. gombo subsp. gomboeformis,1,Fabaceae,Astragalus,,
Astragalus frigidus,1,Fabaceae,Astragalus,frigidus,
Astragalus/Lupinus,1,Fabaceae,NA,,
Astragalus/Ononis-type,1,Fabaceae,Astragalus,,
Astropanax barteri,1,Araliaceae,Astropanax,barteri,
Astropanax goetzenii-type,1,Araliaceae,Astropanax,,
Asystasia gangetica,1,Acanthaceae,Asystasia,gangetica,
Atalaya hemiglauca,1,Sapindaceae,Atalaya,hemiglauca,
Atractylis cancellata,1,Asteraceae,Atractylis,cancellata,
Atriplex sagittata,1,Amaranthaceae,Atriplex,sagittata,
Atriplex sp.,1,Amaranthaceae,Atriplex,,
Aubrevillea,1,Fabaceae,Aubrevillea,,
Aulacomnium,1,Aulacomniaceae,Aulacomnium,,
Aulacomnium palustre,1,Aulacomniaceae,Aulacomnium,palustre,
Azima tetracantha,1,Salvadoraceae,Azima,tetracantha,
Baculamonocolpites sp.,1,NA,NA,NA,
Baculatisporis sp.,1,NA,NA,NA,
Bakerella/Socratina-type,1,Loranthaceae,Bakerella,,
Balanophora,1,Balanophoraceae,Balanophora,,
Balbisia,1,Francoaceae,Balbisia,,
Balfourodendron,1,Rutaceae,Balfourodendron,,
Baphiopsis-type parviflora,1,NA,NA,NA,
Barbeyaceae,1,Barbeyaceae,,,
Barssidinium pliocenicum,1,NA,NA,NA,
Basilicum polystachyon,1,Lamiaceae,Basilicum,polystachyon,
Batiacasphaera sp.,1,NA,NA,NA,
Beilschmiedia tawa,1,Lauraceae,Beilschmiedia,tawa,
Bellidiastrum-type,1,NA,NA,NA,
Berberis repens,1,Berberidaceae,Berberis,repens,
Berchemia scandens,1,Rhamnaceae,Berchemia,scandens,
Bergia,1,Elatinaceae,Bergia,,
Betula (tetraporate),1,Betulaceae,Betula,,
Betula nana subsp. nana,1,Betulaceae,Betula,nana,
Betula pubescens var. pumila-type,1,Betulaceae,Betula,,
Bidens sensu lato,1,Asteraceae,Bidens,,
Bignonia cf. B. neoheterophylla,1,Bignoniaceae,Bignonia,,
Bignoniaceae/Verbenaceae,1,NA,,,
Billardiera scandens,1,Pittosporaceae,Billardiera,scandens,
Billia-type,1,NA,NA,NA,
Bixa,1,Bixaceae,Bixa,,
Blackstonia perfoliata,1,Gentianaceae,Blackstonia,perfoliata,
Bobea,1,Rubiaceae,Bobea,,
Boerhavia-type erecta,1,NA,NA,NA,
Bolax,1,Apiaceae,Bolax,,
Bomarea-type,1,NA,NA,NA,
Bombacacidites aff. B. soleaformis,1,NA,NA,NA,
Bombacacidites annae,1,NA,NA,NA,
Bombacacidites brevis,1,NA,NA,NA,
Bombacacidites psilatus,1,NA,NA,NA,
